program_name,kernel_mangled_name,has_branching,has_data_dependent_branching,has_flop_division,uses_preprocessor_defines,has_common_float_subexpr,has_loop_invariant_flops,has_special_math_functions,calls_device_function,has_rng_input_data,reads_input_values_from_file,has_constant_propagatable_gridsz,has_constant_propagatable_blocksz
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelIffiLi128EEvPT_S1_PKS0_PKT1_S3_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelIffiLi256EEvPT_S1_PKS0_PKT1_S3_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelIffiLi512EEvPT_S1_PKS0_PKT1_S3_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-cuda,_Z32nll_loss_forward_reduce2d_kernelIffiLi64EEvPT_S1_PKS0_PKT1_S3_blll,True,True,True,False,False,False,False,False,True,False,True,True
nlll-omp,_Z32nll_loss_forward_reduce2d_kernelIffiLi1024EEvPT_S1_PKS0_PKT1_S3_blll_l22,True,True,True,False,False,False,False,False,True,False,True,True
nlll-omp,_Z32nll_loss_forward_reduce2d_kernelIffiLi128EEvPT_S1_PKS0_PKT1_S3_blll_l22,True,True,True,False,False,False,False,False,True,False,True,True
nlll-omp,_Z32nll_loss_forward_reduce2d_kernelIffiLi256EEvPT_S1_PKS0_PKT1_S3_blll_l22,True,True,True,False,False,False,False,False,True,False,True,True
nlll-omp,_Z32nll_loss_forward_reduce2d_kernelIffiLi512EEvPT_S1_PKS0_PKT1_S3_blll_l22,True,True,True,False,False,False,False,False,True,False,True,True
nlll-omp,_Z32nll_loss_forward_reduce2d_kernelIffiLi64EEvPT_S1_PKS0_PKT1_S3_blll_l22,True,True,True,False,False,False,False,False,True,False,True,True
nms-cuda,_Z17reduce_nms_bitmapPhS_i,True,False,False,True,False,False,False,True,False,True,False,False
nms-cuda,_Z19generate_nms_bitmapPK6float4Phf,True,True,True,True,True,False,True,False,False,True,False,False
nms-omp,main_l168,True,True,True,False,True,False,True,False,False,True,False,False
nms-omp,main_l192,True,True,True,False,True,False,True,False,False,True,False,False
nn-cuda,_Z2nniffPK7latLongPf,True,True,False,False,False,False,True,False,False,True,False,True
nn-omp,_Z20FindNearestNeighborsiRSt6vectorI7latLongSaIS0_EEffPfii_l69,False,False,False,False,False,False,True,False,False,True,False,False
nonzero-cuda,_Z13write_indicesIlEvPl10TensorDimsIT_EiS2_,True,True,False,True,False,False,False,False,True,False,False,True
norm2-omp,main_l51,True,False,False,False,False,False,False,False,False,False,False,True
ntt-cuda,_Z17intt_3_64k_modcrtPjPKm,True,True,False,True,False,False,False,True,True,False,True,True
ntt-omp,_Z17intt_3_64k_modcrtjPjPKm_l16,True,True,False,True,False,False,False,True,True,False,True,True
nw-cuda,_Z7kernel1PiPKiiiiii,True,True,False,True,False,False,False,True,True,False,True,True
nw-cuda,_Z7kernel2PiPKiiiiiii,True,True,False,True,False,False,False,True,True,False,True,True
nw-omp,main_l169,True,True,False,True,False,False,False,True,True,False,False,True
nw-omp,main_l238,True,True,False,True,False,False,False,True,True,False,False,True
openmp-cuda,_Z11addConstantPiii,True,False,False,False,False,False,False,False,False,False,False,True
openmp-omp,main_l75,True,False,False,False,False,False,False,False,False,False,False,True
overlap-cuda,_Z9incKernelPiPKiii,True,True,False,False,False,False,False,False,False,False,True,True
overlay-cuda,_Z19DetectionOverlayBoxI6float3EvPKT_PS1_iiiiii6float4,True,True,True,False,False,False,False,False,True,False,False,True
overlay-omp,_Z19DetectionOverlayBoxI6float3EvPKT_PS1_iiiiii6float4_l38,True,True,True,False,True,True,False,False,True,False,False,True
p4-cuda,_Z11postprocessPKfPfS0_S0_S0_S1_S1_Piffffiiiiiff,True,True,True,False,False,False,True,False,True,False,True,True
p4-omp,main_l203,True,True,True,False,True,True,True,False,True,False,True,True
pad-cuda,_Z14Padding_kerneliiiifPdPKdPi,True,True,True,True,False,False,False,True,False,False,True,True
page-rank-cuda,_Z3mapPKiPKfPfPKji,True,False,True,True,False,False,False,False,True,False,True,True
page-rank-cuda,_Z6reducePfPKfiS_,True,True,True,True,False,False,True,False,True,False,True,True
page-rank-omp,main_l174,True,False,True,True,False,False,False,False,True,False,False,False
particle-diffusion-cuda,_Z10SimulationPfS_PKfS1_Pmmjif,True,True,True,False,False,False,True,False,True,False,False,True
particle-diffusion-omp,_Z13motion_devicePfS_S_S_PPimmifPmi_l96,True,True,True,False,False,False,True,False,True,False,False,True
particlefilter-cuda,_Z10kernel_sumPfi,True,False,False,True,False,False,False,False,False,False,False,True
particlefilter-cuda,_Z17kernel_find_indexPKfS0_S0_S0_PfS1_i,True,True,False,False,False,False,False,False,True,False,False,True
particlefilter-cuda,_Z17kernel_likelihoodPfS_PKfS1_PiPKiS_PKhS_S2_S_iiiiii,True,True,True,True,True,False,True,False,True,False,False,True
particlefilter-cuda,_Z24kernel_normalize_weightsPfPKfS_S_Pii,True,True,True,True,False,False,True,False,False,False,False,True
particlefilter-omp,_Z14particleFilterPhiiiPii_l403,True,True,True,True,True,True,True,False,True,False,False,True
particlefilter-omp,_Z14particleFilterPhiiiPii_l496,True,True,True,False,False,False,True,False,True,False,False,True
particlefilter-omp,_Z14particleFilterPhiiiPii_l562,True,True,True,True,True,True,True,False,False,False,False,True
particles-cuda,_Z16integrateSystemKP6float4S0_11simParams_tfj,True,True,False,False,False,False,False,True,False,False,True,True
particles-cuda,_Z17bitonicMergeLocalPjS_PKjS1_jjjj,True,True,False,True,False,False,False,True,False,False,False,True
particles-cuda,_Z17bitonicSortLocal1PjS_PKjS1_,True,True,False,True,False,False,False,True,False,False,False,True
particles-cuda,_Z18bitonicMergeGlobalPjS_PKjS1_jjjj,True,True,False,True,False,False,False,True,False,False,False,False
particles-cuda,_Z25findCellBoundsAndReorderKPjS_P6float4S1_PKjS3_PKS0_S5_j,True,True,False,False,False,False,False,False,False,False,True,True
particles-cuda,_Z7memSetKPjjj,True,False,False,False,False,False,False,False,False,False,True,True
particles-cuda,_Z8collideKP6float4PKS_S2_PKjS4_S4_11simParams_tj,True,True,True,True,False,False,True,True,True,False,False,True
particles-cuda,_Z9calcHashKPjS_PK6float411simParams_tj,True,True,False,True,False,False,True,True,False,False,False,True
particles-omp,_Z15integrateSystemP6float4S0_RK11simParams_tfj_l37,True,True,False,False,False,False,False,False,True,False,False,True
particles-omp,_Z17bitonicMergeLocalPjS_PKjS1_jjjjjj_l236,True,True,False,True,False,False,False,True,False,False,False,False
particles-omp,_Z17bitonicSortLocal1PjS_PKjS1_jj_l122,True,True,False,True,False,False,False,True,False,False,False,False
particles-omp,_Z18bitonicMergeGlobalPjS_PKjS1_jjjjjj_l191,True,True,False,True,False,False,False,True,False,False,False,False
particles-omp,_Z24findCellBoundsAndReorderPjS_P6float4S1_S_S_S1_S1_jj_l140,True,True,False,False,False,False,False,False,False,False,False,True
particles-omp,_Z7collideP6float4S0_S0_PjS1_S1_RK11simParams_tjj_l206,True,True,True,False,True,False,True,True,False,False,False,True
pathfinder-cuda,_Z10pathfinderPKiS0_PiS1_iiiii,True,True,False,True,False,False,False,False,True,False,True,True
pathfinder-omp,main_l135,True,True,False,True,False,False,False,False,True,False,True,True
permute-omp,_Z7permutePfPKfiiiii_l37,False,False,False,False,False,False,False,False,True,False,False,True
perplexity-cuda,_Z13sigmas_kernelIifEvPKT0_PS0_ffifT_i,True,True,True,False,False,False,True,False,True,False,True,True
perplexity-omp,_Z17perplexity_searchIifEvPKT0_PS0_fifT_iRd_l41,True,True,True,False,False,False,True,False,True,False,False,True
phmm-cuda,_Z16pair_HMM_forwardiiPA41_A4_A2_KdPA4_A2_A3_S_S3_PA2_S1_PS0_PA41_A4_A2_d,True,True,False,True,False,False,False,False,True,False,True,True
phmm-omp,_Z16pair_HMM_forwardiiiiPA41_A4_A2_KdPA4_A2_A3_S_S3_PA2_S1_PS0_PA41_A4_A2_d_l20,True,True,False,True,False,False,False,False,True,False,True,True
pitch-cuda,_Z22parallelSimple2DAccessPfii,True,True,True,False,False,False,True,True,False,False,False,True
pitch-cuda,_Z22parallelSimple3DAccessPfiii,True,True,True,False,False,False,True,True,False,False,False,True
pitch-cuda,_Z23parallelPitched2DAccessPfmii,True,True,True,False,False,False,True,True,False,False,False,True
pitch-cuda,_Z23parallelPitched3DAccess14cudaPitchedPtriii,True,True,False,False,False,False,True,True,False,False,False,True
pnpoly-cuda,_Z11pnpoly_basePiPK6float2S2_i,True,True,True,True,False,False,False,False,True,False,True,True
pns-cuda,_Z14PetrinetKernelPiPfS_iii,True,True,True,True,False,False,False,True,False,False,False,True
pointwise-cuda,_Z11elementwiseiiPKfS0_S0_PfS1_S1_S0_S1_,True,False,True,False,False,False,True,False,True,False,False,True
pointwise-cuda,_Z4initPfi,True,False,False,False,False,False,False,True,False,False,False,True
pointwise-omp,_Z11elementwiseiiPKfS0_S0_PfS1_S1_S0_S1__l53,True,False,True,False,False,False,True,False,True,False,False,True
pointwise-omp,_Z4initPfi_l94,True,False,True,False,False,False,False,True,False,False,False,True
pool-cuda,_Z16KernelPool2DGradI11AvgPoolGradIfEfLi11ELi11ELi4ELi4ELi1ELi1ELb1EEviPKT0_S4_S4_iiiiiT_PS2_b,True,True,True,True,False,False,False,True,True,False,True,True
pool-omp,_Z16KernelPool2DGradI11AvgPoolGradIfEfEviPKT0_S4_S4_iiiiiiiiiiiT_bPS2_b_l51,True,True,True,True,True,True,False,True,True,False,False,True
popcount-cuda,_Z3pc1PKmPii,True,True,False,True,False,False,False,False,True,False,True,True
popcount-cuda,_Z3pc2PKmPii,True,False,False,True,False,False,False,False,True,False,True,True
popcount-cuda,_Z3pc3PKmPii,True,True,False,False,False,False,False,False,True,False,True,True
popcount-cuda,_Z3pc4PKmPii,True,False,False,False,False,False,False,False,True,False,True,True
popcount-cuda,_Z3pc5PKmPii,True,False,False,False,False,False,False,False,True,False,True,True
popcount-cuda,_Z3pc6PKmPii,True,False,False,False,False,False,False,False,True,False,True,True
popcount-omp,main_l109,False,False,False,True,False,False,False,False,True,False,False,True
popcount-omp,main_l127,False,False,False,True,False,False,False,False,True,False,False,True
popcount-omp,main_l68,False,False,False,True,False,False,False,False,True,False,False,True
popcount-omp,main_l90,False,False,False,True,False,False,False,False,True,False,False,True
prefetch-cuda,_Z3addiPKfPf,True,True,False,False,False,False,False,False,False,False,False,True
present-cuda,_Z7presentiiPKhS0_PhS0_S0_S0_S0_S0_,True,True,False,False,False,False,False,False,True,False,False,True
present-omp,main_l360,True,False,False,False,False,False,False,False,True,False,False,True
projectile-cuda,_Z14CalculateRangePK10ProjectilePS_,True,False,True,False,True,False,True,True,True,False,True,True
projectile-omp,_Z11GpuParallelRSt6vectorI10ProjectileSaIS0_EES3_i_l30,False,False,True,False,False,False,True,False,True,False,False,True
pso-cuda,_Z17kernelUpdatePBestPKfPfS1_i,True,True,False,True,True,False,True,True,True,False,True,True
pso-cuda,_Z20kernelUpdateParticlePfS_PKfS1_iff,True,True,False,True,False,False,False,False,True,False,False,True
pso-omp,_Z20kernelUpdateParticlePfS_PKfS1_iff_l31,False,False,False,False,False,False,False,False,True,False,False,True
qem-cuda,_Z13QuarticSolveriPKfS0_S0_S0_S0_S0_S0_S0_PfS1_S1_S1_S1_S1_S1_,True,True,True,False,True,False,True,False,True,False,False,True
qem-cuda,_Z5QRdeliPKfS0_S0_S0_PfS1_S1_S1_S1_S1_S1_S1_,True,False,True,False,True,False,False,False,True,False,False,True
qrg-cuda,_Z4icndPfjj,True,True,True,True,True,False,True,True,False,False,True,True
qrg-cuda,_Z4qrngPfPKjjj,True,True,False,True,False,False,False,False,False,False,True,True
qrg-omp,main_l154,True,True,False,True,False,False,True,False,False,False,False,True
qtclustering-cuda,_Z10QTC_devicePfPcS0_PiS1_S1_S_S1_iiifiii,True,True,False,True,True,False,False,True,True,False,False,True
qtclustering-cuda,_Z15compute_degreesPiS_ii,True,True,False,True,False,False,False,False,False,False,False,False
qtclustering-cuda,_Z18reduce_card_devicePii,True,True,False,False,False,False,False,False,False,False,False,True
qtclustering-cuda,_Z26update_clustered_pnts_maskPcS_i,True,True,False,False,False,False,False,False,False,False,False,False
qtclustering-cuda,_Z30trim_ungrouped_pnts_indr_arrayiPiPfS_PcS1_S_S_S0_S_iiif,True,True,False,True,False,False,False,True,False,False,False,False
qtclustering-omp,_Z3QTCRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParseri_l267,True,True,False,True,True,False,False,True,False,False,False,False
qtclustering-omp,_Z3QTCRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParseri_l281,True,True,False,True,True,False,False,True,False,False,False,False
qtclustering-omp,_Z3QTCRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParseri_l364,True,True,False,True,False,False,False,True,False,False,False,False
qtclustering-omp,_Z3QTCRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParseri_l423,True,True,False,True,False,False,False,True,False,False,False,False
qtclustering-omp,_Z3QTCRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParseri_l460,True,True,False,True,True,False,False,True,False,False,False,False
qtclustering-omp,_Z3QTCRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParseri_l549,True,True,False,True,False,False,False,True,False,False,False,False
quant3MatMul-cuda,_Z21VecQuant3MatMulKernelIfEvPKT_PKiPS0_S2_S2_ii,True,False,False,False,False,False,False,True,False,False,True,True
quant3MatMul-cuda,_Z27VecQuant3MatMulKernelFasterPK7__half2PKiPfPKfS6_ii,True,False,False,False,False,False,False,True,False,False,True,True
quantAQLM-cuda,_Z14Code1x16MatVecPK4int4S1_PS_S1_iiS_i,True,True,False,False,False,False,False,False,False,False,False,False
quantBnB-cuda,_Z9kQuantizeILi256ELi256EEvPKfS1_Phi,True,True,True,True,True,False,False,True,False,False,False,True
quantBnB-omp,main_l119,True,True,False,False,False,False,False,True,True,False,True,True
quantVLLM-cuda,_Z31static_scaled_int8_quant_kernelI13__nv_bfloat16fEvPKT_PaT0_i,True,False,True,False,False,False,True,True,True,False,True,True
quantVLLM-cuda,_Z31static_scaled_int8_quant_kernelI6__halffEvPKT_PaT0_i,True,False,True,False,False,False,True,True,True,False,True,True
quantVLLM-cuda,_Z32dynamic_scaled_int8_quant_kernelI13__nv_bfloat16fEvPKT_PaPT0_i,True,True,True,False,False,True,True,True,True,False,True,True
quantVLLM-cuda,_Z32dynamic_scaled_int8_quant_kernelI6__halffEvPKT_PaPT0_i,True,True,True,False,False,False,True,True,True,False,True,True
quantVLLM-cuda,_Z35static_scaled_int8_azp_quant_kernelI13__nv_bfloat16fiEvPKT_PaT0_T1_i,True,True,True,False,False,False,True,True,True,False,False,False
quantVLLM-cuda,_Z35static_scaled_int8_azp_quant_kernelI6__halffiEvPKT_PaT0_T1_i,True,True,True,False,False,False,True,True,True,False,False,True
quantVLLM-cuda,_Z36dynamic_scaled_int8_azp_quant_kernelI13__nv_bfloat16fiEvPKT_PaPT0_PT1_i,True,True,True,False,False,False,True,True,True,False,False,False
quantVLLM-cuda,_Z36dynamic_scaled_int8_azp_quant_kernelI6__halffiEvPKT_PaPT0_PT1_i,True,True,True,False,False,False,True,True,True,False,True,True
quicksort-cuda,_Z13gqsort_kernelIdEvPT_S1_P12block_recordIS0_EP13parent_recordP11work_recordIS0_E,True,True,False,True,False,False,False,True,False,False,False,True
quicksort-cuda,_Z13gqsort_kernelIfEvPT_S1_P12block_recordIS0_EP13parent_recordP11work_recordIS0_E,True,True,False,True,False,False,False,True,True,False,False,False
quicksort-cuda,_Z13gqsort_kernelIjEvPT_S1_P12block_recordIS0_EP13parent_recordP11work_recordIS0_E,True,True,False,True,False,False,False,True,False,False,False,True
quicksort-cuda,_Z13lqsort_kernelIfEvPT_S1_P11work_recordIS0_E,True,True,False,True,False,False,False,False,True,False,False,False
quicksort-cuda,_Z13lqsort_kernelIjEvPT_S1_P11work_recordIS0_E,True,True,False,True,False,False,False,True,False,False,False,False
quicksort-omp,_Z8GPUQSortIdEvmPT_S1__l1,True,True,False,True,False,False,False,True,True,False,False,False
quicksort-omp,_Z8GPUQSortIfEvmPT_S1__l1,True,True,False,True,False,False,False,True,True,False,False,True
quicksort-omp,_Z8GPUQSortIjEvmPT_S1__l1,True,True,False,True,False,False,False,True,True,False,False,False
radixsort-cuda,_Z14uniformUpdateKPjS_,True,False,False,False,False,False,False,True,False,False,False,False
radixsort-cuda,_Z17findRadixOffsetsKPKjPjS1_jj,True,True,False,False,False,False,False,False,False,False,True,True
radixsort-cuda,_Z20radixSortBlocksKeysKPKjPjjj,True,True,False,True,False,False,False,True,False,False,False,True
radixsort-cuda,_Z20reorderDataKeysOnlyKPjPKjS_S1_jjj,True,True,False,False,False,False,False,False,False,False,False,True
radixsort-cuda,_Z20scanExclusiveLocal1KPjPKjj,False,False,False,False,False,False,False,True,False,False,False,True
radixsort-cuda,_Z20scanExclusiveLocal2KPjS_PKjjj,True,True,False,False,False,False,False,True,False,False,False,True
radixsort-omp,_Z13uniformUpdatePjS_j_l82,True,True,False,False,False,False,False,True,False,False,False,True
radixsort-omp,_Z19reorderDataKeysOnlyPjS_S_S_S_jj_l173,True,True,False,False,False,False,False,True,True,False,False,True
radixsort-omp,_Z19scanExclusiveLocal1PjS_jj_l26,True,True,False,False,False,False,False,True,True,False,False,False
radixsort-omp,_Z19scanExclusiveLocal2PjS_S_jj_l57,True,True,False,False,False,False,False,True,True,False,False,False
radixsort-omp,_Z23radixSortBlocksKeysOnlyPjS_jjj_l31,True,True,False,False,False,False,False,True,True,False,False,True
rainflow-cuda,_Z14rainflow_countPKdPKiPdPiP7double3S4_i,True,True,False,False,False,False,True,True,False,False,False,True
rainflow-omp,main_l180,True,True,False,False,True,False,True,True,True,False,False,True
randomAccess-cuda,_Z9initTablePyy,True,False,False,True,False,False,False,False,False,False,True,True
randomAccess-omp,main_l101,True,True,False,True,False,False,False,True,False,False,True,True
reaction-cuda,_Z19construct_laplacianPfPKfS1_S1_jf,True,False,False,False,False,False,False,False,True,False,True,True
reaction-cuda,_Z19reaction_gray_scottPKfS0_PfS1_jff,True,False,False,False,False,False,False,False,True,False,True,True
reaction-cuda,_Z22derivative_x2_zerofluxPKfPfjj,True,True,False,False,False,False,False,False,True,False,True,True
reaction-cuda,_Z22derivative_y2_zerofluxPKfPfjjj,True,True,False,False,False,False,False,False,True,False,True,True
reaction-cuda,_Z22derivative_z2_zerofluxPKfPfjjjj,True,True,False,False,False,False,False,False,True,False,False,True
reaction-cuda,_Z6updatePfS_PKfS1_S1_S1_jf,False,False,False,False,False,False,False,False,True,False,False,False
reaction-omp,_Z19construct_laplacianPfPKfS1_S1_jf_l302,False,False,False,False,False,False,False,False,True,False,False,True
reaction-omp,_Z22derivative_x2_zerofluxPKfPfjjjj_l79,True,True,False,False,False,False,False,False,True,False,False,False
reaction-omp,_Z22derivative_z2_zerofluxPKfPfjjjj_l259,True,True,False,False,False,False,False,False,True,False,False,False
reaction-omp,_Z6updatePfS_PKfS1_S1_S1_jf_l328,False,False,False,False,False,False,False,False,True,False,False,True
recursiveGaussian-cuda,_Z13RecursiveRGBAPKjPjmmffffffff,True,False,False,True,False,False,False,True,False,True,False,False
recursiveGaussian-cuda,_Z9TransposePKjPjmm,True,False,False,False,False,False,False,False,False,True,False,False
recursiveGaussian-omp,_Z13RecursiveRGBAPKjPjmmffffffff_l194,True,False,False,True,False,False,False,True,False,True,False,False
relu-cuda,_Z14ReluGrad_impl1PK6__halfS1_PS_i,True,True,False,False,False,False,False,False,True,False,False,True
relu-cuda,_Z14ReluGrad_impl2PK6__halfS1_PS_i,True,True,False,False,False,False,False,False,True,False,False,True
resize-cuda,_Z15resize_bilinearIhLm8EEvPT_miiPKS0_iiffb,True,True,False,False,True,False,True,False,False,False,True,True
resize-cuda,_Z15resize_bilinearItLm8EEvPT_miiPKS0_iiffb,True,True,False,False,True,False,True,False,False,False,True,True
resize-cuda,_Z6resizeIhLm8EEvPT_miiPKS0_iiffbb,True,True,True,False,False,False,True,False,False,False,True,True
resize-cuda,_Z6resizeIjLm8EEvPT_miiPKS0_iiffbb,True,True,False,False,False,False,True,False,False,False,True,True
resize-cuda,_Z6resizeItLm8EEvPT_miiPKS0_iiffbb,True,True,False,False,False,False,True,False,False,False,True,True
resize-omp,_Z15resize_bilinearIhLm8EEvPT_miiPKS0_iiffb_l65,True,False,False,False,True,False,True,False,False,False,True,True
resize-omp,_Z15resize_bilinearItLm8EEvPT_miiPKS0_iiffb_l65,True,False,False,False,True,True,True,False,False,False,True,True
resize-omp,_Z6resizeIhLm8EEvPT_miiPKS0_iiffbb_l18,True,False,False,True,False,False,True,False,False,False,True,True
resize-omp,_Z6resizeIjLm8EEvPT_miiPKS0_iiffbb_l18,True,False,True,True,False,False,True,False,False,False,False,True
resize-omp,_Z6resizeItLm8EEvPT_miiPKS0_iiffbb_l18,True,False,False,False,True,False,True,False,False,False,True,True
reverse-cuda,_Z7reversePii,False,False,False,False,False,False,False,False,False,False,True,True
reverse-omp,main_l52,False,False,False,False,False,False,False,False,True,False,True,True
reverse2D-cuda,_Z13reverseKernelIhLi16EEvPT_PKS0_iibbi,True,True,False,False,False,False,False,False,True,False,False,False
reverse2D-cuda,_Z13reverseKernelIjLi4EEvPT_PKS0_iibbi,True,True,False,False,False,False,False,False,True,False,False,False
reverse2D-cuda,_Z13reverseKernelImLi2EEvPT_PKS0_iibbi,True,False,False,False,False,False,False,False,True,False,False,False
reverse2D-cuda,_Z13reverseKernelItLi8EEvPT_PKS0_iibbi,True,False,False,False,False,False,False,False,True,False,False,False
rfs-cuda,_Z8sumArrayfiPKfPf,True,False,False,False,False,False,False,True,True,False,True,True
rfs-omp,_Z8sumArrayfiPKfPf_l57,True,False,False,False,False,False,False,True,True,False,False,True
rfs-omp,main_l136,True,False,False,False,False,False,False,True,True,False,False,True
rng-wallace-cuda,_Z11rng_wallacejPfS_S_,True,False,True,True,False,False,False,True,True,False,True,True
rng-wallace-omp,main_l65,True,True,True,True,True,False,False,True,True,False,True,True
rodrigues-cuda,_Z6rotateif6float3PS_,True,False,False,False,True,False,True,False,True,False,True,True
rodrigues-cuda,_Z7rotate2if6float3P6float4,True,False,False,False,True,False,True,False,True,False,True,True
rodrigues-omp,_Z6rotateif6float3PS__l22,False,False,False,False,True,True,True,False,True,False,False,True
rodrigues-omp,_Z7rotate2if6float3P6float4_l54,False,False,False,False,True,True,True,False,True,False,False,True
romberg-cuda,_Z7rombergddPd,True,True,True,True,True,True,True,True,False,False,True,True
romberg-omp,main_l47,True,True,True,True,True,True,True,True,False,False,True,True
rotary-cuda,_Z45unrolled_elementwise_kernel_for_multi_outputsILi2EZ4mainEUlffffE_5ArrayIPcLi6EE23TrivialOffsetCalculatorILi4EjES4_ILi2EjEEviT0_T1_T2_T3_,True,True,False,True,False,False,False,True,False,False,True,True
rowwiseMoments-cuda,_Z20RowwiseMomentsKernelIfEvlT_PKS0_PS0_S3_,True,True,True,True,True,False,True,True,True,False,True,True
rsc-cuda,_Z19RANSAC_kernel_blockPKfPK10flowvectoriiifPiS4_S4_,True,True,False,False,True,False,True,False,True,True,True,True
rsc-omp,_Z24call_RANSAC_kernel_blockiiPfP10flowvectoriiifPiS2_S2__l44,True,True,False,False,True,False,True,False,True,True,True,True
rtm8-cuda,_Z4rtm8PKfS0_S0_PfS1_S1_S0_m,True,False,False,False,False,False,False,True,False,False,True,True
rtm8-omp,main_l123,False,False,False,False,True,False,False,True,False,False,False,True
rushlarsen-cuda,_Z21k_forward_rush_larsenPdddPKdi,True,True,True,True,True,False,True,False,False,False,False,True
rushlarsen-omp,_Z21k_forward_rush_larsenPdddPKdi_l7,True,True,True,False,True,False,True,False,False,False,False,True
s3d-cuda,_Z11ratt_kernelIfEvPKT_PS0_S0_,False,False,True,True,False,False,True,True,False,False,True,True
s3d-cuda,_Z12ratt2_kernelIfEvPKT_S2_PS0_S2_S0_,False,False,True,True,False,False,False,True,False,False,True,True
s3d-cuda,_Z12ratt3_kernelIfEvPKT_S2_PS0_S2_S0_,False,False,True,True,False,False,True,True,False,False,True,True
s3d-cuda,_Z12ratt4_kernelIfEvPKT_S2_PS0_S2_S0_,False,False,True,True,False,False,True,True,False,False,False,True
s3d-cuda,_Z12ratt5_kernelIfEvPKT_S2_PS0_S2_S0_,False,False,True,True,False,False,False,True,False,False,False,True
s3d-cuda,_Z12ratt6_kernelIfEvPKT_S2_PS0_S2_S0_,False,False,True,True,False,False,True,True,False,False,True,True
s3d-cuda,_Z12ratt7_kernelIfEvPKT_S2_PS0_S2_S0_,False,False,True,True,True,False,True,True,False,False,True,True
s3d-cuda,_Z12rdsmh_kernelIfEvPKT_PS0_S0_,True,True,True,True,True,False,True,True,False,False,True,True
s3d-cuda,_Z7gr_baseIfEvPKT_S2_S2_PS0_S0_S0_,False,False,True,True,False,False,False,True,False,False,True,True
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l159,True,True,True,True,True,False,True,True,False,False,False,True
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l171,True,True,True,True,True,False,True,True,False,False,False,False
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177,True,True,True,True,True,False,True,True,False,False,False,False
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l183,True,True,True,True,True,False,True,True,False,False,False,True
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l189,True,True,True,True,True,False,True,True,False,False,False,False
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l195,True,True,True,True,True,False,True,True,False,False,False,True
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l200,True,True,True,True,True,False,True,True,False,False,False,True
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l205,True,True,True,True,True,False,True,True,False,False,False,True
s3d-omp,_Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l210,True,True,True,True,True,False,True,True,False,False,False,True
s8n-cuda,_Z13k_cube_selectiiiPKiPi,True,True,False,False,False,False,False,False,True,False,True,True
s8n-omp,_Z13k_cube_selectiiiPKiPi_l10,True,True,False,False,False,False,False,False,True,False,False,False
s8n-omp,_Z17k_cube_select_twoiiiPKiPi_l45,True,True,False,False,False,False,False,False,True,False,False,False
sad-cuda,_Z17compute_sad_arrayPiPKhS1_iiiiii,True,True,True,True,False,False,False,False,False,True,False,True
sad-cuda,_Z21find_min_in_sad_arrayiPKiPi,True,True,False,True,False,False,False,False,False,True,False,True
sad-cuda,_Z22get_num_of_occurrencesiPKiS0_Pi,True,True,False,True,False,False,False,False,False,True,False,True
sad-omp,_Z17compute_sad_arrayPiPKhS1_iRiS2_iiiiiRd_l27,True,False,True,True,False,False,False,False,False,True,False,True
sad-omp,_Z17compute_sad_arrayPiPKhS1_iRiS2_iiiiiRd_l66,True,True,True,True,False,False,False,False,False,True,False,True
sampling-cuda,_Z17exact_rows_kernelIfiEvPfT0_S1_PKT_S1_PS2_S4_,True,True,False,False,False,False,False,False,False,False,False,True
