Kernel Name,device,codenmae,exeArgs,source,sample,model_type,Demangled Name,lines_of_code,opcode_IMAD,opcode_MOV,opcode_BRA,opcode_ISETP,opcode_IADD3,opcode_LDG,opcode_LEA,opcode_FSETP,opcode_BSSY,opcode_BSYNC,opcode_SHF,opcode_LDS,opcode_STG,opcode_SEL,opcode_BREAK,opcode_NOP,opcode_FSEL,opcode_STS,opcode_BAR,opcode_S2R,opcode_PRMT,opcode_EXIT,opcode_LOP3,opcode_FMUL,opcode_IMNMX,opcode_CALL,opcode_ULDC,opcode_FADD,opcode_HFMA2,opcode_LDC,opcode_UMOV,opcode_UIADD3,opcode_S2UR,opcode_ULEA,opcode_UIMAD,opcode_R2UR,opcode_UISETP,opcode_USHF,opcode_VIADD,opcode_USEL,opcode_PLOP3,opcode_FFMA,opcode_F2I,opcode_FCHK,opcode_FRND,opcode_P2R,opcode_I2FP,opcode_I2F,opcode_ULOP3,opcode_YIELD,opcode_WARPSYNC,opcode_DADD,opcode_MUFU,opcode_VIADDMNMX,opcode_SHFL,opcode_ATOMG,opcode_VOTE,opcode_ENDCOLLECTIVE,opcode_DFMA,opcode_DMUL,opcode_CS2R,opcode_ATOMS,opcode_REDUX,opcode_UFLO,opcode_VOTEU,opcode_IABS,opcode_HMMA,opcode_DSETP,opcode_R2P,opcode_F2F,opcode_LD,opcode_ST,opcode_LDL,opcode_STL,opcode_BMOV,opcode_RET,opcode_VIMNMX,opcode_FMNMX,opcode_VIMNMX3,opcode_UP2UR,opcode_POPC,opcode_UPRMT,opcode_FLO,opcode_FSET,opcode_HADD2,opcode_F2FP,opcode_HMUL2,opcode_HSET2,opcode_BRX,opcode_DEPBAR,opcode_VABSDIFF4,opcode_BREV,opcode_UBREV,opcode_HMNMX2,opcode_HSETP2,opcode_UPLOP3,opcode_CCTL,opcode_ERRBAR,opcode_MEMBAR,opcode_CGAERRBAR,opcode_B2R,opcode_UPOPC,opcode_SGXT,opcode_MATCH,opcode_ATOM,opcode_QSPC,opcode_NANOSLEEP,opcode_USGXT,opcode_BRXU,opcode_F2IP
_Z10compactLv2fPKfPKjPjjS3_,A100,marchingCubes,100,marchingCubes-cuda,1,cuda,"compactLv2(float, const float *, const unsigned int *, unsigned int *, unsigned int, unsigned int *)",184,47.0,19.0,9,19.0,1.0,3.0,,2.0,2.0,2.0,9.0,3.0,1.0,14.0,,14,,3.0,3.0,2.0,,2.0,1.0,,,5.0,1.0,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,1.0,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10compactLv2fPKfPKjPjjS3_,H100,marchingCubes,100,marchingCubes-cuda,1,cuda,"compactLv2(float, const float *, const unsigned int *, unsigned int *, unsigned int, unsigned int *)",176,42.0,9.0,7,11.0,2.0,3.0,2.0,2.0,2.0,2.0,9.0,3.0,1.0,15.0,,12,,3.0,3.0,2.0,,2.0,1.0,,,,2.0,,2.0,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,6.0,,,,15.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10compute_yiPKiPKdS2_S0_S0_S0_PK7COMPLEXPS3_iii,3080,testSNAP,--nsteps 100,testSNAP-cuda,1,cuda,"compute_yi(const int *, const double *, const double *, const int *, const int *, const int *, const COMPLEX *, COMPLEX *, int, int, int)",280,64.0,9.0,9,10.0,26.0,50.0,20.0,,3.0,3.0,4.0,,,,,9,,,,4.0,,2.0,3.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,30.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10compute_yiPKiPKdS2_S0_S0_S0_PK7COMPLEXPS3_iii,A10,testSNAP,--nsteps 100,testSNAP-cuda,1,cuda,"compute_yi(const int *, const double *, const double *, const int *, const int *, const int *, const COMPLEX *, COMPLEX *, int, int, int)",280,64.0,9.0,9,10.0,26.0,50.0,20.0,,3.0,3.0,4.0,,,,,9,,,,4.0,,2.0,3.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,30.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10compute_yiPKiPKdS2_S0_S0_S0_PK7COMPLEXPS3_iii,A100,testSNAP,--nsteps 100,testSNAP-cuda,1,cuda,"compute_yi(const int *, const double *, const double *, const int *, const int *, const int *, const COMPLEX *, COMPLEX *, int, int, int)",272,64.0,6.0,9,10.0,26.0,50.0,20.0,,3.0,3.0,2.0,,,,,10,,,,4.0,,2.0,2.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,30.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10compute_yiPKiPKdS2_S0_S0_S0_PK7COMPLEXPS3_iii,H100,testSNAP,--nsteps 100,testSNAP-cuda,1,cuda,"compute_yi(const int *, const double *, const double *, const int *, const int *, const int *, const COMPLEX *, COMPLEX *, int, int, int)",288,60.0,2.0,9,10.0,22.0,50.0,20.0,,3.0,3.0,4.0,,,,,13,,,,4.0,,2.0,3.0,,,,7.0,,1.0,13.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,,,30.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10div_kernelPdS_S_S_S_i,3080,divergence,input.txt 10000,divergence-cuda,1,cuda,"div_kernel(double *, double *, double *, double *, double *, int)",136,31.0,7.0,7,7.0,18.0,18.0,4.0,,1.0,1.0,3.0,,3.0,,,8,,,1.0,4.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10div_kernelPdS_S_S_S_i,A10,divergence,input.txt 10000,divergence-cuda,1,cuda,"div_kernel(double *, double *, double *, double *, double *, int)",136,31.0,7.0,7,7.0,18.0,18.0,4.0,,1.0,1.0,3.0,,3.0,,,8,,,1.0,4.0,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10div_kernelPdS_S_S_S_i,A100,divergence,input.txt 10000,divergence-cuda,1,cuda,"div_kernel(double *, double *, double *, double *, double *, int)",144,27.0,3.0,7,5.0,19.0,18.0,4.0,,1.0,1.0,3.0,,3.0,,,12,,,1.0,4.0,,2.0,,,,,3.0,,2.0,,,3.0,,,1.0,,2.0,1.0,,,2.0,,,,,,,,2.0,,,1.0,,,,,,,10.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10div_kernelPdS_S_S_S_i,H100,divergence,input.txt 10000,divergence-cuda,1,cuda,"div_kernel(double *, double *, double *, double *, double *, int)",144,24.0,1.0,7,7.0,17.0,18.0,4.0,,1.0,1.0,4.0,,3.0,,,8,,,1.0,2.0,,2.0,2.0,,,,3.0,,,10.0,4.0,1.0,2.0,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,10.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIdEvPKT_S2_PS0_i,3080,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",64,6.0,6.0,5,6.0,,2.0,,,2.0,2.0,2.0,3.0,1.0,,,15,,3.0,1.0,2.0,,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIdEvPKT_S2_PS0_i,A10,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",64,6.0,6.0,5,6.0,,2.0,,,2.0,2.0,2.0,3.0,1.0,,,15,,3.0,1.0,2.0,,2.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIdEvPKT_S2_PS0_i,H100,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",72,6.0,2.0,5,6.0,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,,,10,,3.0,1.0,2.0,,2.0,,,,,3.0,,,5.0,4.0,2.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIfEvPKT_S2_PS0_i,3080,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<float>(const T1 *, const T1 *, T1 *, int)",64,6.0,7.0,5,6.0,,2.0,,,2.0,2.0,2.0,3.0,1.0,,,15,,3.0,1.0,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIfEvPKT_S2_PS0_i,A10,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<float>(const T1 *, const T1 *, T1 *, int)",64,6.0,7.0,5,6.0,,2.0,,,2.0,2.0,2.0,3.0,1.0,,,15,,3.0,1.0,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIfEvPKT_S2_PS0_i,A100,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<float>(const T1 *, const T1 *, T1 *, int)",64,6.0,5.0,5,6.0,,2.0,,,2.0,2.0,2.0,3.0,1.0,,,15,,3.0,1.0,2.0,,2.0,,,,,2.0,1.0,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10dot_kernelIfEvPKT_S2_PS0_i,H100,babelstream,nan,babelstream-cuda,1,cuda,"void dot_kernel<float>(const T1 *, const T1 *, T1 *, int)",72,6.0,2.0,5,6.0,1.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,,,10,,3.0,1.0,2.0,,2.0,,,,,3.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10fpc_kernelPKmPj,3080,fpc,256 100,fpc-cuda,1,cuda,"fpc_kernel(const unsigned long *, unsigned int *)",72,5.0,5.0,4,12.0,,1.0,,,1.0,1.0,3.0,1.0,,1.0,,11,,1.0,2.0,3.0,1.0,2.0,6.0,,,,2.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10fpc_kernelPKmPj,A10,fpc,256 100,fpc-cuda,1,cuda,"fpc_kernel(const unsigned long *, unsigned int *)",72,5.0,5.0,4,12.0,,1.0,,,1.0,1.0,3.0,1.0,,1.0,,11,,1.0,2.0,3.0,1.0,2.0,6.0,,,,2.0,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10fpc_kernelPKmPj,A100,fpc,256 100,fpc-cuda,1,cuda,"fpc_kernel(const unsigned long *, unsigned int *)",72,5.0,3.0,4,12.0,,1.0,,,1.0,1.0,3.0,1.0,,1.0,,11,,1.0,2.0,3.0,1.0,2.0,6.0,,,,2.0,,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10fpc_kernelPKmPj,H100,fpc,256 100,fpc-cuda,1,cuda,"fpc_kernel(const unsigned long *, unsigned int *)",72,5.0,,4,12.0,,1.0,,,1.0,1.0,3.0,1.0,,1.0,,8,,1.0,2.0,2.0,1.0,2.0,6.0,,,,1.0,,1.0,4.0,2.0,1.0,2.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10gemm_impl1jjjPK6__halfS1_PKfPfjjjjff,3080,wmma,1 8192 8192 8192 100 0,wmma-cuda,1,cuda,"gemm_impl1(unsigned int, unsigned int, unsigned int, const __half *, const __half *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int, float, float)",232,56.0,9.0,6,5.0,26.0,44.0,7.0,,,,15.0,,4.0,,,11,,,,7.0,,1.0,5.0,8.0,,,1.0,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10gemm_impl1jjjPK6__halfS1_PKfPfjjjjff,A10,wmma,1 8192 8192 8192 100 0,wmma-cuda,1,cuda,"gemm_impl1(unsigned int, unsigned int, unsigned int, const __half *, const __half *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int, float, float)",232,56.0,9.0,6,5.0,26.0,44.0,7.0,,,,15.0,,4.0,,,11,,,,7.0,,1.0,5.0,8.0,,,1.0,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10gemm_impl1jjjPK6__halfS1_PKfPfjjjjff,A100,wmma,1 8192 8192 8192 100 0,wmma-cuda,1,cuda,"gemm_impl1(unsigned int, unsigned int, unsigned int, const __half *, const __half *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int, float, float)",232,56.0,9.0,6,5.0,26.0,44.0,7.0,,,,15.0,,4.0,,,11,,,,7.0,,1.0,5.0,8.0,,,1.0,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10gemm_impl1jjjPK6__halfS1_PKfPfjjjjff,H100,wmma,1 8192 8192 8192 100 0,wmma-cuda,1,cuda,"gemm_impl1(unsigned int, unsigned int, unsigned int, const __half *, const __half *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int, float, float)",232,51.0,1.0,6,5.0,20.0,44.0,7.0,,,,14.0,,4.0,,,11,,,,7.0,,1.0,5.0,8.0,,,2.0,,,11.0,2.0,4.0,,,,,,,3.0,,,8.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10glu_kerneliiiPKfPf,3080,glu,3 1024 100,glu-cuda,1,cuda,"glu_kernel(int, int, int, const float *, float *)",136,43.0,7.0,3,16.0,14.0,2.0,,,1.0,1.0,,,1.0,4.0,,9,,,,2.0,,2.0,6.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,7.0,2.0,,,,,2.0,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10glu_kerneliiiPKfPf,A10,glu,3 1024 100,glu-cuda,1,cuda,"glu_kernel(int, int, int, const float *, float *)",136,43.0,7.0,3,16.0,14.0,2.0,,,1.0,1.0,,,1.0,4.0,,9,,,,2.0,,2.0,6.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,7.0,2.0,,,,,2.0,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10glu_kerneliiiPKfPf,A100,glu,3 1024 100,glu-cuda,1,cuda,"glu_kernel(int, int, int, const float *, float *)",136,43.0,5.0,3,16.0,14.0,2.0,,,1.0,1.0,,,1.0,4.0,,10,,,,2.0,,2.0,6.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,7.0,2.0,,,,,2.0,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10glu_kerneliiiPKfPf,H100,glu,3 1024 100,glu-cuda,1,cuda,"glu_kernel(int, int, int, const float *, float *)",144,37.0,3.0,3,16.0,13.0,2.0,,,1.0,1.0,,,1.0,4.0,,12,,,,2.0,,2.0,6.0,1.0,,1.0,4.0,2.0,2.0,5.0,,,,,,,,,6.0,,,7.0,2.0,,,,,2.0,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10iDFT2D1gpuPN6thrust23THRUST_300001_SM_860_NS7complexIfEES3_ii,3080,tsne,nan,tsne-cuda,1,cuda,"iDFT2D1gpu(thrust::THRUST_300001_SM_860_NS::complex<float> *, thrust::THRUST_300001_SM_860_NS::complex<float> *, int, int)",368,57.0,10.0,13,33.0,51.0,11.0,1.0,,,,1.0,,1.0,5.0,,13,,,,4.0,,2.0,6.0,46.0,,,1.0,22.0,,,2.0,6.0,,,,,,,,,,22.0,4.0,,,,13.0,4.0,,,,,27.0,,,,,,,,2.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10iDFT2D2gpuPN6thrust23THRUST_300001_SM_860_NS7complexIfEEPfii,3080,tsne,nan,tsne-cuda,1,cuda,"iDFT2D2gpu(thrust::THRUST_300001_SM_860_NS::complex<float> *, float *, int, int)",376,12.0,10.0,11,12.0,43.0,29.0,,,,,,,1.0,,,10,,,,4.0,,2.0,1.0,89.0,,,1.0,29.0,,,,,,,,,,,,,3.0,29.0,,,,,31.0,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10ifft1D_512P7double2,3080,fft,3 100,fft-cuda,1,cuda,ifft1D_512(double2 *),1640,178.0,89.0,85,,14.0,92.0,1.0,,28.0,28.0,6.0,32.0,8.0,,,11,56.0,32.0,7.0,20.0,,1.0,34.0,,,28.0,16.0,,,,5.0,,,,,,,,,,,,28.0,,,13.0,,47.0,,,1.0,144.0,,,,,,,394.0,158.0,,,,,,,,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10ifft1D_512P7double2,A10,fft,3 100,fft-cuda,1,cuda,ifft1D_512(double2 *),1640,178.0,89.0,85,,14.0,92.0,1.0,,28.0,28.0,6.0,32.0,8.0,,,11,56.0,32.0,7.0,20.0,,1.0,34.0,,,28.0,16.0,,,,5.0,,,,,,,,,,,,28.0,,,13.0,,47.0,,,1.0,144.0,,,,,,,394.0,158.0,,,,,,,,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10ifft1D_512P7double2,A100,fft,3 100,fft-cuda,1,cuda,ifft1D_512(double2 *),1600,172.0,89.0,85,,14.0,92.0,1.0,,28.0,28.0,2.0,32.0,8.0,,,15,56.0,32.0,7.0,16.0,,1.0,32.0,,,28.0,1.0,,1.0,,2.0,,,,,,,,,,,,28.0,,,13.0,,41.0,,,1.0,144.0,,,,,,,394.0,153.0,,,,,,,,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10ifft1D_512P7double2,H100,fft,3 100,fft-cuda,1,cuda,ifft1D_512(double2 *),1904,161.0,101.0,85,,1.0,92.0,5.0,,28.0,28.0,6.0,32.0,8.0,,,9,56.0,32.0,7.0,21.0,,1.0,32.0,,,28.0,1.0,,,3.0,283.0,1.0,1.0,1.0,,,,,14.0,,,,28.0,,,13.0,,45.0,,,1.0,144.0,,,,,,,394.0,158.0,,,,,,,,56.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10init_spinsPaPKfxx,3080,ising,nan,ising-cuda,1,cuda,"init_spins(signed char *, const float *, long long, long long)",40,2.0,2.0,1,2.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,14,,,,2.0,,2.0,,,,,3.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10init_spinsPaPKfxx,A10,ising,nan,ising-cuda,1,cuda,"init_spins(signed char *, const float *, long long, long long)",40,2.0,2.0,1,2.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,14,,,,2.0,,2.0,,,,,3.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10init_spinsPaPKfxx,A100,ising,nan,ising-cuda,1,cuda,"init_spins(signed char *, const float *, long long, long long)",40,2.0,1.0,1,2.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,14,,,,2.0,,2.0,,,,,3.0,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10init_spinsPaPKfxx,H100,ising,nan,ising-cuda,1,cuda,"init_spins(signed char *, const float *, long long, long long)",40,2.0,,1,2.0,2.0,1.0,2.0,1.0,,,,,1.0,1.0,,11,,,,2.0,,2.0,,,,,6.0,,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10initializePfS_S_S_S_S_S_Pj,3080,vmc,100,vmc-cuda,1,cuda,"initialize(float *, float *, float *, float *, float *, float *, float *, unsigned int *)",136,15.0,15.0,7,3.0,3.0,1.0,,,3.0,3.0,1.0,,8.0,,,8,,,,2.0,,1.0,6.0,18.0,,3.0,1.0,5.0,,,,,,,,,,,,,,23.0,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10initializePfS_S_S_S_S_S_Pj,A10,vmc,100,vmc-cuda,1,cuda,"initialize(float *, float *, float *, float *, float *, float *, float *, unsigned int *)",136,15.0,15.0,7,3.0,3.0,1.0,,,3.0,3.0,1.0,,8.0,,,8,,,,2.0,,1.0,6.0,18.0,,3.0,1.0,5.0,,,,,,,,,,,,,,23.0,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10initializePfS_S_S_S_S_S_Pj,A100,vmc,100,vmc-cuda,1,cuda,"initialize(float *, float *, float *, float *, float *, float *, float *, unsigned int *)",136,15.0,11.0,7,3.0,3.0,1.0,,,3.0,3.0,1.0,,8.0,,,8,,,,2.0,,1.0,6.0,18.0,,3.0,1.0,5.0,4.0,,,,,,,,,,,,,23.0,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10initializePfS_S_S_S_S_S_Pj,H100,vmc,100,vmc-cuda,1,cuda,"initialize(float *, float *, float *, float *, float *, float *, float *, unsigned int *)",144,15.0,10.0,7,3.0,3.0,1.0,,,3.0,3.0,1.0,,8.0,,,9,,,,2.0,,1.0,6.0,18.0,,3.0,2.0,5.0,2.0,9.0,,,,,,,,,,,,23.0,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10jaccard_jwILb0EfEviPKT0_S0_S2_S2_PS0_,3080,jaccard,1024 512 1000,jaccard-cuda,1,cuda,"void jaccard_jw<(bool)0, float>(int, const T2 *, T2, const T2 *, const T2 *, T2 *)",56,7.0,7.0,3,3.0,,3.0,,,1.0,1.0,,,1.0,,,13,,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10jaccard_jwILb0EfEviPKT0_S0_S2_S2_PS0_,A10,jaccard,1024 512 1000,jaccard-cuda,1,cuda,"void jaccard_jw<(bool)0, float>(int, const T2 *, T2, const T2 *, const T2 *, T2 *)",56,7.0,7.0,3,3.0,,3.0,,,1.0,1.0,,,1.0,,,13,,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10jaccard_jwILb0EfEviPKT0_S0_S2_S2_PS0_,H100,jaccard,1024 512 1000,jaccard-cuda,1,cuda,"void jaccard_jw<(bool)0, float>(int, const T2 *, T2, const T2 *, const T2 *, T2 *)",64,6.0,3.0,3,3.0,1.0,3.0,,,1.0,1.0,,,1.0,,,14,,,,2.0,,2.0,,2.0,,1.0,6.0,1.0,,5.0,,,,,1.0,,,,,,,5.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10jaccard_jwILb1EfEviPKT0_S0_S2_S2_PS0_,3080,jaccard,1024 512 1000,jaccard-cuda,1,cuda,"void jaccard_jw<(bool)1, float>(int, const T2 *, T2, const T2 *, const T2 *, T2 *)",56,7.0,7.0,3,3.0,,3.0,,,1.0,1.0,,,1.0,,,13,,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_Z10jaccard_jwILb1EfEviPKT0_S0_S2_S2_PS0_,A10,jaccard,1024 512 1000,jaccard-cuda,1,cuda,"void jaccard_jw<(bool)1, float>(int, const T2 *, T2, const T2 *, const T2 *, T2 *)",56,7.0,7.0,3,3.0,,3.0,,,1.0,1.0,,,1.0,,,13,,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,5.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
